Timestamp,Attr1,Attr2,Attr3,Attr8,Attr11,Attr12,Attr13,Attr14,Attr15,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr27,Attr29,Attr30,Attr31,Attr34,Attr35
0,12.416132894911904,15.43227649749172,21.428194900810034,19.100445324096984,9.09089889807286,14.285639795599126,23.677641277641275,17.729340008461428,9.463848672005089,25.69303823700072,26.780533201948874,24.437410434481347,22.86073107148974,26.661669640214093,28.05981550032317,18.713851091571662,27.745906922779422,24.915276953416683,16.670544439274078,23.423281754518385,17.50054647463143,25.547761323287432,25.586397734396954
1,15.436299013551782,18.518621056245223,22.449087171197128,18.25828797624938,9.09089889807286,14.285639795599126,20.61277641277641,17.64186116203638,12.085749849662678,19.142183854962287,22.610901260925903,23.895686682099495,22.50109413354138,28.85087726316295,20.245020271461307,19.58978302296814,19.64677065875983,24.839648471155872,16.670544439274078,23.47360254958695,25.624802661938645,26.723391357062443,26.76027412067362
2,11.073942435012892,17.90124140374968,22.449087171197128,19.100445324096984,7.57580514232665,14.285639795599126,22.14987714987715,18.20970243971231,17.966086824601582,16.77857117481971,21.96219047097681,19.783153021212264,18.886647765113317,25.628045219255785,22.12820964804043,14.91257396944268,22.25409307722058,20.388098565930807,16.670544439274078,19.497211389273282,16.249726762684283,23.745345111284312,23.786670125602612
3,9.060498355919638,16.666482098758596,21.428194900810034,20.365165759524988,7.57580514232665,7.143080613202628,23.036855036855034,19.08294845578903,8.969243451415913,21.44007483984037,23.995000091239216,24.631895560699828,23.23939641885335,26.38529974158139,17.609730301427817,19.58978302296814,18.15457006574707,24.896130502211413,16.670544439274078,23.607791336436453,21.8747723022369,26.018662856153107,26.05659683939728
4,6.04033223727976,14.814896844996179,20.40818119519952,17.836714497773382,6.0605992653819065,7.143080613202628,17.62309582309582,18.29696093639825,11.445833782669807,18.57318791668147,23.179321545227282,21.190217476890126,19.965558578958387,25.602943411925654,23.25929843116517,15.79017752666243,23.36921490266856,21.709203699094374,16.670544439274078,20.5371744873569,18.124741942535152,24.21624664414999,24.25686923060293
5,2.3489124994456376,11.728552286242676,19.387288924812427,18.25828797624938,9.09089889807286,14.285639795599126,16.83980343980344,18.952060710760115,10.49811461461553,23.832699799874476,23.97948942537545,24.826380686918313,23.48581432078093,27.192807882167514,17.421705153064224,20.467386580187892,17.783937089080833,24.896130502211413,16.670544439274078,23.65811213150501,18.124741942535152,24.999999999999996,25.039453488120717
6,4.698141777380749,10.493792981251591,17.346382948814817,19.100445324096984,7.57580514232665,14.285639795599126,25.828501228501228,17.11786948244253,10.127983213398574,23.41705448387746,24.019634678199306,23.33349081116833,21.423134740167075,26.88773591698602,26.458663846289443,16.66610945805891,26.443857161273687,23.783721687185285,16.670544439274078,22.01325114270139,20.6251669783596,25.469819000606208,25.508571675638276
7,6.04033223727976,10.493792981251591,17.346382948814817,16.993567540821374,7.57580514232665,7.143080613202628,15.327764127764127,18.122223593287266,8.536875140512846,25.160751714092868,23.907410448714444,22.597281932567988,21.289935874260273,24.443709947116194,25.800575827016864,17.543713015278662,26.070001289158178,22.708648452009424,16.670544439274078,21.526816790371957,13.750516114929686,22.64873993244998,22.613874656808694
8,8.053776316373012,11.728552286242676,17.346382948814817,13.482434438396831,7.57580514232665,7.143080613202628,12.154791154791154,15.152790509096036,10.411659230528803,19.64545809797861,23.843543001040132,23.809073872852395,22.50109413354138,26.89853669464201,15.538515776485106,18.713851091571662,15.827639551372958,24.236535258189893,16.670544439274078,23.003941795613706,21.8747723022369,26.018662856153107,25.977689863155845
9,8.389244736725397,12.34593193873822,19.387288924812427,17.836714497773382,6.0605992653819065,7.143080613202628,17.226044226044223,18.29696093639825,11.483943608424738,21.72486885265314,23.843543001040132,22.531928631045176,21.327992693090785,25.491685401348896,28.153828074504965,18.128782053425162,28.119762794894935,22.78427693427023,16.670544439274078,21.661005577221452,16.249726762684283,23.824369966224992,23.86557710184404
10,5.033610197733133,10.493792981251591,17.346382948814817,17.836714497773382,6.0605992653819065,7.143080613202628,15.799017199017198,18.820952615992102,9.090335823418991,24.44551020166495,25.5798251856718,26.082266421001243,24.37539246094419,27.210759174660577,30.980081085845235,20.17485206111464,31.004254221993044,26.329242374925805,16.670544439274078,24.765169623013378,24.375197338061348,26.175630033775,26.13442289815595
11,6.711269077984529,10.493792981251591,17.346382948814817,17.274616526472048,10.606104775017602,14.285639795599126,15.050122850122847,18.38421943308419,25.741953526118483,22.264260423697703,22.619112789912595,21.363443095384323,20.022643807204158,26.927238761190807,21.658146777131442,16.37357493898566,21.59984530101844,21.65176434547857,16.670544439274078,20.41975929886359,15.62553129478056,22.805707110071875,22.84843375056748
12,10.738157236171034,12.34593193873822,17.346382948814817,18.11776348342405,7.57580514232665,7.143080613202628,17.736117936117935,18.428069031166267,11.480470770586159,22.578066716402002,23.939344172551603,24.264184815987146,22.483017144596886,24.493963565376706,31.638169105117814,18.128782053425162,31.65850199819518,24.538091864672882,16.670544439274078,22.88547825722313,22.500182158210478,25.23490950030311,25.195105605638062
13,5.704547038437902,9.876413328756048,16.3263692432043,17.274616526472048,7.57580514232665,7.143080613202628,17.1061425061425,17.81659850514737,10.321731008603498,22.680497827039442,22.738636156274524,21.687847435473458,20.306167107491486,25.222516021153524,22.410247370585815,16.66610945805891,22.43779811782906,21.954278274521815,16.670544439274078,20.654589675850215,15.62553129478056,22.569715077509308,22.613874656808694
14,2.013444079093253,7.407448422498089,15.306355537593785,16.291934685799113,7.57580514232665,7.143080613202628,15.057002457002453,17.292606825553516,10.006890841395494,18.332208367378357,22.31437382529516,21.42879639690713,20.57161341883432,24.454510724772184,29.378929431811507,17.543713015278662,29.051179579734438,21.803021310000194,16.670544439274078,20.956514446261583,18.124741942535152,23.35346843335931,23.31755193808505
15,6.711269077984529,8.642207727489176,15.306355537593785,16.71350816427511,7.57580514232665,7.143080613202628,13.174938574938572,18.471698279509233,9.252828078076705,23.511788459033475,24.571631904527294,23.917733578998757,22.406903506935862,25.872112792121033,24.6724249368353,19.58978302296814,24.767951527652446,24.518945413467613,16.670544439274078,23.071036189038452,21.250576834333177,23.981337143846886,24.022310136844155
16,11.073942435012892,11.111172633747135,16.3263692432043,15.729836714497777,7.57580514232665,7.143080613202628,7.662899262899262,19.170427302214073,15.434113868869298,20.747332646512014,24.203025492235547,21.168957969165838,19.984586988373643,23.46398940723732,31.26211880839062,16.37357493898566,31.097718190021915,21.406689770051123,16.670544439274078,20.28557051201409,15.000121438806982,22.3348055772062,22.30040858680848
17,5.369078618085517,9.259033676260506,14.28546326720669,16.151410192973778,6.0605992653819065,7.143080613202628,13.935626535626533,17.55460266535044,11.272923014496355,22.541949388373773,24.828014087334175,24.912993496165413,23.504842730196184,25.85056124040931,26.270638697925847,19.88231754204139,26.070001289158178,25.141205077638855,16.670544439274078,23.825848115066886,22.500182158210478,24.999999999999996,25.039453488120717
18,4.362356578538891,8.024828074993632,13.265449561596176,13.763483424047502,6.0605992653819065,7.143080613202628,11.233415233415233,15.677002538428992,11.605035980427814,21.666252205525357,21.698509151292868,18.701280294798508,17.58129887922669,22.828743669544206,29.190904283447917,14.620039450369429,28.95771561170556,18.842022631105323,16.670544439274078,17.78525600704491,9.375075899254366,19.670693686671857,19.640270661737684
19,9.395966776272022,10.493792981251591,14.28546326720669,16.71350816427511,9.09089889807286,14.285639795599126,13.632432432432429,18.29696093639825,10.010363679234075,20.943905644960743,24.900093063995186,24.89173398844112,23.201339600022838,23.424486563032538,25.800575827016864,18.421316572498412,25.605904344463067,25.34894407321603,16.670544439274078,23.77552731999832,27.499817841789522,26.175630033775,26.212248956914628
20,17.449743092645036,13.580137540005094,16.3263692432043,15.028203859475505,6.0605992653819065,7.143080613202628,13.979361179361174,16.331881963051753,12.044258576538605,19.397373500538798,20.529734858852944,18.744586699422054,17.751603143493238,23.105063564576646,27.77777777777778,15.20510848851593,27.468737914142068,18.974133144421685,16.670544439274078,18.03685998238772,11.250091079105236,20.062570364596862,20.10938884925525
